design_id,ra,dec,pa,obs
111939,135.0,60.0,240.0,APO
111940,135.0,60.0,300.0,APO
111941,135.0,60.0,300.0,APO
111942,150.0,0.0,0.0,APO
111943,150.0,0.0,0.0,APO
111944,150.0,0.0,60.0,APO
111945,150.0,0.0,60.0,APO
111946,150.0,0.0,120.0,APO
111947,150.0,0.0,120.0,APO
111948,150.0,0.0,180.0,APO
111949,150.0,0.0,180.0,APO
111950,150.0,0.0,240.0,APO
111951,150.0,0.0,240.0,APO
111952,150.0,0.0,300.0,APO
111953,150.0,0.0,300.0,APO
111954,150.0,-20.0,0.0,LCO
111955,150.0,20.0,0.0,APO
111956,150.0,-20.0,0.0,LCO
111957,150.0,20.0,0.0,APO
111958,150.0,-20.0,60.0,LCO
111959,150.0,20.0,60.0,APO
111960,150.0,-20.0,60.0,LCO
111961,150.0,20.0,60.0,APO
111962,150.0,-20.0,120.0,LCO
111963,150.0,20.0,120.0,APO
111964,150.0,-20.0,120.0,LCO
111965,150.0,20.0,120.0,APO
111966,150.0,-20.0,180.0,LCO
111967,150.0,20.0,180.0,APO
111968,150.0,-20.0,180.0,LCO
111969,150.0,20.0,180.0,APO
111970,150.0,-20.0,240.0,LCO
111971,150.0,20.0,240.0,APO
111972,150.0,-20.0,240.0,LCO
111973,150.0,20.0,240.0,APO
111974,150.0,-20.0,300.0,LCO
111975,150.0,20.0,300.0,APO
111976,150.0,-20.0,300.0,LCO
111977,150.0,20.0,300.0,APO
111978,150.0,-40.0,0.0,LCO
111979,150.0,40.0,0.0,APO
111980,150.0,-40.0,0.0,LCO
111981,150.0,40.0,0.0,APO
111982,150.0,-40.0,60.0,LCO
111983,150.0,40.0,60.0,APO
111984,150.0,-40.0,60.0,LCO
111985,150.0,40.0,60.0,APO
111986,150.0,-40.0,120.0,LCO
111987,150.0,40.0,120.0,APO
111988,150.0,-40.0,120.0,LCO
111989,150.0,40.0,120.0,APO
111990,150.0,-40.0,180.0,LCO
111991,150.0,40.0,180.0,APO
111992,150.0,-40.0,180.0,LCO
111993,150.0,40.0,180.0,APO
111994,150.0,-40.0,240.0,LCO
111995,150.0,40.0,240.0,APO
111996,150.0,-40.0,240.0,LCO
111997,150.0,40.0,240.0,APO
111998,150.0,-40.0,300.0,LCO
111999,150.0,40.0,300.0,APO
112000,150.0,-40.0,300.0,LCO
112001,150.0,40.0,300.0,APO
112002,150.0,60.0,0.0,APO
112003,150.0,60.0,0.0,APO
112004,150.0,60.0,60.0,APO
112005,150.0,60.0,60.0,APO
112006,150.0,60.0,120.0,APO
112007,150.0,60.0,120.0,APO
112008,150.0,60.0,180.0,APO
112009,150.0,60.0,180.0,APO
112010,150.0,60.0,240.0,APO
112011,150.0,60.0,240.0,APO
112012,150.0,60.0,300.0,APO
112013,150.0,60.0,300.0,APO
112014,165.0,0.0,0.0,APO
112015,165.0,0.0,0.0,APO
112016,165.0,0.0,60.0,APO
112017,165.0,0.0,60.0,APO
112018,165.0,0.0,120.0,APO
112019,165.0,0.0,120.0,APO
112020,165.0,0.0,180.0,APO
112021,165.0,0.0,180.0,APO
112022,165.0,0.0,240.0,APO
112023,165.0,0.0,240.0,APO
112024,165.0,0.0,300.0,APO
112025,165.0,0.0,300.0,APO
112026,165.0,-20.0,0.0,LCO
112027,165.0,20.0,0.0,APO
112028,165.0,-20.0,0.0,LCO
112029,165.0,20.0,0.0,APO
112030,165.0,-20.0,60.0,LCO
112031,165.0,20.0,60.0,APO
112032,165.0,-20.0,60.0,LCO
112033,165.0,20.0,60.0,APO
112034,165.0,-20.0,120.0,LCO
112035,165.0,20.0,120.0,APO
112036,165.0,-20.0,120.0,LCO
112037,165.0,20.0,120.0,APO
112038,165.0,-20.0,180.0,LCO
112039,165.0,20.0,180.0,APO
112040,165.0,-20.0,180.0,LCO
112041,165.0,20.0,180.0,APO
112042,165.0,-20.0,240.0,LCO
112043,165.0,20.0,240.0,APO
112044,165.0,-20.0,240.0,LCO
112045,165.0,20.0,240.0,APO
112046,165.0,-20.0,300.0,LCO
112047,165.0,20.0,300.0,APO
112048,165.0,-20.0,300.0,LCO
112049,165.0,20.0,300.0,APO
112050,165.0,-40.0,0.0,LCO
112051,165.0,40.0,0.0,APO
112052,165.0,-40.0,0.0,LCO
112053,165.0,40.0,0.0,APO
112054,165.0,-40.0,60.0,LCO
112055,165.0,40.0,60.0,APO
112056,165.0,-40.0,60.0,LCO
112057,165.0,40.0,60.0,APO
112058,165.0,-40.0,120.0,LCO
112059,165.0,40.0,120.0,APO
112060,165.0,-40.0,120.0,LCO
112061,165.0,40.0,120.0,APO
112062,165.0,-40.0,180.0,LCO
112063,165.0,40.0,180.0,APO
112064,165.0,-40.0,180.0,LCO
112065,165.0,40.0,180.0,APO
112066,165.0,-40.0,240.0,LCO
112067,165.0,40.0,240.0,APO
112068,165.0,-40.0,240.0,LCO
112069,165.0,40.0,240.0,APO
112070,165.0,-40.0,300.0,LCO
112071,165.0,40.0,300.0,APO
112072,165.0,-40.0,300.0,LCO
112073,165.0,40.0,300.0,APO
112074,165.0,60.0,0.0,APO
112075,165.0,60.0,0.0,APO
112076,165.0,60.0,60.0,APO
112077,165.0,60.0,60.0,APO
112078,165.0,60.0,120.0,APO
112079,165.0,60.0,120.0,APO
112080,165.0,60.0,180.0,APO
112081,165.0,60.0,180.0,APO
112082,165.0,60.0,240.0,APO
112083,165.0,60.0,240.0,APO
112084,165.0,60.0,300.0,APO
112085,165.0,60.0,300.0,APO
112086,180.0,0.0,0.0,APO
112087,180.0,0.0,0.0,APO
112088,180.0,0.0,60.0,APO
112089,180.0,0.0,60.0,APO
112090,180.0,0.0,120.0,APO
112091,180.0,0.0,120.0,APO
112092,180.0,0.0,180.0,APO
112093,180.0,0.0,180.0,APO
112094,180.0,0.0,240.0,APO
112095,180.0,0.0,240.0,APO
112096,180.0,0.0,300.0,APO
112097,180.0,0.0,300.0,APO
112098,180.0,-20.0,0.0,LCO
112099,180.0,20.0,0.0,APO
112100,180.0,-20.0,0.0,LCO
112101,180.0,20.0,0.0,APO
112102,180.0,-20.0,60.0,LCO
112103,180.0,20.0,60.0,APO
112104,180.0,-20.0,60.0,LCO
112105,180.0,20.0,60.0,APO
112106,180.0,-20.0,120.0,LCO
112107,180.0,20.0,120.0,APO
112108,180.0,-20.0,120.0,LCO
112109,180.0,20.0,120.0,APO
112110,180.0,-20.0,180.0,LCO
112111,180.0,20.0,180.0,APO
112112,180.0,-20.0,180.0,LCO
112113,180.0,20.0,180.0,APO
112114,180.0,-20.0,240.0,LCO
112115,180.0,20.0,240.0,APO
112116,180.0,-20.0,240.0,LCO
112117,180.0,20.0,240.0,APO
112118,180.0,-20.0,300.0,LCO
112119,180.0,20.0,300.0,APO
112120,180.0,-20.0,300.0,LCO
112121,180.0,20.0,300.0,APO
112122,180.0,-40.0,0.0,LCO
112123,180.0,40.0,0.0,APO
112124,180.0,-40.0,0.0,LCO
112125,180.0,40.0,0.0,APO
112126,180.0,-40.0,60.0,LCO
112127,180.0,40.0,60.0,APO
112128,180.0,-40.0,60.0,LCO
112129,180.0,40.0,60.0,APO
112130,180.0,-40.0,120.0,LCO
112131,180.0,40.0,120.0,APO
112132,180.0,-40.0,120.0,LCO
112133,180.0,40.0,120.0,APO
112134,180.0,-40.0,180.0,LCO
112135,180.0,40.0,180.0,APO
112136,180.0,-40.0,180.0,LCO
112137,180.0,40.0,180.0,APO
112138,180.0,-40.0,240.0,LCO
112139,180.0,40.0,240.0,APO
112140,180.0,-40.0,240.0,LCO
112141,180.0,40.0,240.0,APO
112142,180.0,-40.0,300.0,LCO
112143,180.0,40.0,300.0,APO
112144,180.0,-40.0,300.0,LCO
112145,180.0,40.0,300.0,APO
112146,180.0,60.0,0.0,APO
112147,180.0,60.0,0.0,APO
112148,180.0,60.0,60.0,APO
112149,180.0,60.0,60.0,APO
112150,180.0,60.0,120.0,APO
112151,180.0,60.0,120.0,APO
112152,180.0,60.0,180.0,APO
112153,180.0,60.0,180.0,APO
112154,180.0,60.0,240.0,APO
112155,180.0,60.0,240.0,APO
112156,180.0,60.0,300.0,APO
112157,180.0,60.0,300.0,APO
112158,195.0,0.0,0.0,APO
112159,195.0,0.0,0.0,APO
112160,195.0,0.0,60.0,APO
112161,195.0,0.0,60.0,APO
112162,195.0,0.0,120.0,APO
112163,195.0,0.0,120.0,APO
112164,195.0,0.0,180.0,APO
112165,195.0,0.0,180.0,APO
112166,195.0,0.0,240.0,APO
112167,195.0,0.0,240.0,APO
112168,195.0,0.0,300.0,APO
112169,195.0,0.0,300.0,APO
112170,195.0,-20.0,0.0,LCO
112171,195.0,20.0,0.0,APO
112172,195.0,-20.0,0.0,LCO
112173,195.0,20.0,0.0,APO
112174,195.0,-20.0,60.0,LCO
112175,195.0,20.0,60.0,APO
112176,195.0,-20.0,60.0,LCO
112177,195.0,20.0,60.0,APO
112178,195.0,-20.0,120.0,LCO
112179,195.0,20.0,120.0,APO
112180,195.0,-20.0,120.0,LCO
112181,195.0,20.0,120.0,APO
112182,195.0,-20.0,180.0,LCO
112183,195.0,20.0,180.0,APO
112184,195.0,-20.0,180.0,LCO
112185,195.0,20.0,180.0,APO
112186,195.0,-20.0,240.0,LCO
112187,195.0,20.0,240.0,APO
112188,195.0,-20.0,240.0,LCO
112189,195.0,20.0,240.0,APO
112190,195.0,-20.0,300.0,LCO
112191,195.0,20.0,300.0,APO
112192,195.0,-20.0,300.0,LCO
112193,195.0,20.0,300.0,APO
112194,195.0,-40.0,0.0,LCO
112195,195.0,40.0,0.0,APO
112196,195.0,-40.0,0.0,LCO
112197,195.0,40.0,0.0,APO
112198,195.0,-40.0,60.0,LCO
112199,195.0,40.0,60.0,APO
112200,195.0,-40.0,60.0,LCO
112201,195.0,40.0,60.0,APO
112202,195.0,-40.0,120.0,LCO
112203,195.0,40.0,120.0,APO
112204,195.0,-40.0,120.0,LCO
112205,195.0,40.0,120.0,APO
112206,195.0,-40.0,180.0,LCO
112207,195.0,40.0,180.0,APO
112208,195.0,-40.0,180.0,LCO
112209,195.0,40.0,180.0,APO
112210,195.0,-40.0,240.0,LCO
112211,195.0,40.0,240.0,APO
112212,195.0,-40.0,240.0,LCO
112213,195.0,40.0,240.0,APO
112214,195.0,-40.0,300.0,LCO
112215,195.0,40.0,300.0,APO
112216,195.0,-40.0,300.0,LCO
112217,195.0,40.0,300.0,APO
112218,195.0,60.0,0.0,APO
112219,195.0,60.0,0.0,APO
112220,195.0,60.0,60.0,APO
112221,195.0,60.0,60.0,APO
112222,195.0,60.0,120.0,APO
112223,195.0,60.0,120.0,APO
112224,195.0,60.0,180.0,APO
112225,195.0,60.0,180.0,APO
112226,195.0,60.0,240.0,APO
112227,195.0,60.0,240.0,APO
112228,195.0,60.0,300.0,APO
112229,195.0,60.0,300.0,APO
112230,210.0,0.0,0.0,APO
112231,210.0,0.0,0.0,APO
112232,210.0,0.0,60.0,APO
112233,210.0,0.0,60.0,APO
112234,210.0,0.0,120.0,APO
112235,210.0,0.0,120.0,APO
112236,210.0,0.0,180.0,APO
112237,210.0,0.0,180.0,APO
112238,210.0,0.0,240.0,APO
112239,210.0,0.0,240.0,APO
112240,210.0,0.0,300.0,APO
112241,210.0,0.0,300.0,APO
112242,210.0,-20.0,0.0,LCO
112243,210.0,20.0,0.0,APO
112244,210.0,-20.0,0.0,LCO
112245,210.0,20.0,0.0,APO
112246,210.0,-20.0,60.0,LCO
112247,210.0,20.0,60.0,APO
112248,210.0,-20.0,60.0,LCO
112249,210.0,20.0,60.0,APO
112250,210.0,-20.0,120.0,LCO
112251,210.0,20.0,120.0,APO
112252,210.0,-20.0,120.0,LCO
112253,210.0,20.0,120.0,APO
112254,210.0,-20.0,180.0,LCO
112255,210.0,20.0,180.0,APO
112256,210.0,-20.0,180.0,LCO
112257,210.0,20.0,180.0,APO
112258,210.0,-20.0,240.0,LCO
112259,210.0,20.0,240.0,APO
112260,210.0,-20.0,240.0,LCO
112261,210.0,20.0,240.0,APO
112262,210.0,-20.0,300.0,LCO
112263,210.0,20.0,300.0,APO
112264,210.0,-20.0,300.0,LCO
112265,210.0,20.0,300.0,APO
112266,210.0,-40.0,0.0,LCO
112267,210.0,40.0,0.0,APO
112268,210.0,-40.0,0.0,LCO
112269,210.0,40.0,0.0,APO
112270,210.0,-40.0,60.0,LCO
112271,210.0,40.0,60.0,APO
112272,210.0,-40.0,60.0,LCO
112273,210.0,40.0,60.0,APO
112274,210.0,-40.0,120.0,LCO
112275,210.0,40.0,120.0,APO
112276,210.0,-40.0,120.0,LCO
112277,210.0,40.0,120.0,APO
112278,210.0,-40.0,180.0,LCO
112279,210.0,40.0,180.0,APO
112280,210.0,-40.0,180.0,LCO
112281,210.0,40.0,180.0,APO
112282,210.0,-40.0,240.0,LCO
112283,210.0,40.0,240.0,APO
112284,210.0,-40.0,240.0,LCO
112285,210.0,40.0,240.0,APO
112286,210.0,-40.0,300.0,LCO
112287,210.0,40.0,300.0,APO
112288,210.0,-40.0,300.0,LCO
112289,210.0,40.0,300.0,APO
112290,210.0,60.0,0.0,APO
112291,210.0,60.0,0.0,APO
112292,210.0,60.0,60.0,APO
112293,210.0,60.0,60.0,APO
112294,210.0,60.0,120.0,APO
112295,210.0,60.0,120.0,APO
112296,210.0,60.0,180.0,APO
112297,210.0,60.0,180.0,APO
112298,210.0,60.0,240.0,APO
112299,210.0,60.0,240.0,APO
112300,210.0,60.0,300.0,APO
112301,210.0,60.0,300.0,APO
112302,225.0,0.0,0.0,APO
112303,225.0,0.0,0.0,APO
112304,225.0,0.0,60.0,APO
112305,225.0,0.0,60.0,APO
112306,225.0,0.0,120.0,APO
112307,225.0,0.0,120.0,APO
112308,225.0,0.0,180.0,APO
112309,225.0,0.0,180.0,APO
112310,225.0,0.0,240.0,APO
112311,225.0,0.0,240.0,APO
112312,225.0,0.0,300.0,APO
112313,225.0,0.0,300.0,APO
112314,225.0,-20.0,0.0,LCO
112315,225.0,20.0,0.0,APO
112316,225.0,-20.0,0.0,LCO
112317,225.0,20.0,0.0,APO
112318,225.0,-20.0,60.0,LCO
112319,225.0,20.0,60.0,APO
112320,225.0,-20.0,60.0,LCO
112321,225.0,20.0,60.0,APO
112322,225.0,-20.0,120.0,LCO
112323,225.0,20.0,120.0,APO
112324,225.0,-20.0,120.0,LCO
112325,225.0,20.0,120.0,APO
112326,225.0,-20.0,180.0,LCO
112327,225.0,20.0,180.0,APO
112328,225.0,-20.0,180.0,LCO
112329,225.0,20.0,180.0,APO
112330,225.0,-20.0,240.0,LCO
112331,225.0,20.0,240.0,APO
112332,225.0,-20.0,240.0,LCO
112333,225.0,20.0,240.0,APO
112334,225.0,-20.0,300.0,LCO
112335,225.0,20.0,300.0,APO
112336,225.0,-20.0,300.0,LCO
112337,225.0,20.0,300.0,APO
112338,225.0,-40.0,0.0,LCO
112339,225.0,40.0,0.0,APO
112340,225.0,-40.0,0.0,LCO
112341,225.0,40.0,0.0,APO
112342,225.0,-40.0,60.0,LCO
112343,225.0,40.0,60.0,APO
112344,225.0,-40.0,60.0,LCO
112345,225.0,40.0,60.0,APO
112346,225.0,-40.0,120.0,LCO
112347,225.0,40.0,120.0,APO
112348,225.0,-40.0,120.0,LCO
112349,225.0,40.0,120.0,APO
112350,225.0,-40.0,180.0,LCO
112351,225.0,40.0,180.0,APO
112352,225.0,-40.0,180.0,LCO
112353,225.0,40.0,180.0,APO
112354,225.0,-40.0,240.0,LCO
112355,225.0,40.0,240.0,APO
112356,225.0,-40.0,240.0,LCO
112357,225.0,40.0,240.0,APO
112358,225.0,-40.0,300.0,LCO
112359,225.0,40.0,300.0,APO
112360,225.0,-40.0,300.0,LCO
112361,225.0,40.0,300.0,APO
112362,225.0,60.0,0.0,APO
112363,225.0,60.0,0.0,APO
112364,225.0,60.0,60.0,APO
112365,225.0,60.0,60.0,APO
112366,225.0,60.0,120.0,APO
112367,225.0,60.0,120.0,APO
112368,225.0,60.0,180.0,APO
112369,225.0,60.0,180.0,APO
112370,225.0,60.0,240.0,APO
112371,225.0,60.0,240.0,APO
112372,225.0,60.0,300.0,APO
112373,225.0,60.0,300.0,APO
112374,240.0,0.0,0.0,APO
112375,240.0,0.0,0.0,APO
112376,240.0,0.0,60.0,APO
112377,240.0,0.0,60.0,APO
112378,240.0,0.0,120.0,APO
112379,240.0,0.0,120.0,APO
112380,240.0,0.0,180.0,APO
112381,240.0,0.0,180.0,APO
112382,240.0,0.0,240.0,APO
112383,240.0,0.0,240.0,APO
112384,240.0,0.0,300.0,APO
112385,240.0,0.0,300.0,APO
112386,240.0,-20.0,0.0,LCO
112387,240.0,20.0,0.0,APO
112388,240.0,-20.0,0.0,LCO
112389,240.0,20.0,0.0,APO
112390,240.0,-20.0,60.0,LCO
112391,240.0,20.0,60.0,APO
112392,240.0,-20.0,60.0,LCO
112393,240.0,20.0,60.0,APO
112394,240.0,-20.0,120.0,LCO
112395,240.0,20.0,120.0,APO
112396,240.0,-20.0,120.0,LCO
112397,240.0,20.0,120.0,APO
112398,240.0,-20.0,180.0,LCO
112399,240.0,20.0,180.0,APO
112400,240.0,-20.0,180.0,LCO
112401,240.0,20.0,180.0,APO
112402,240.0,-20.0,240.0,LCO
112403,240.0,20.0,240.0,APO
112404,240.0,-20.0,240.0,LCO
112405,240.0,20.0,240.0,APO
112406,240.0,-20.0,300.0,LCO
112407,240.0,20.0,300.0,APO
112408,240.0,-20.0,300.0,LCO
112409,240.0,20.0,300.0,APO
112410,240.0,40.0,0.0,APO
112411,240.0,40.0,0.0,APO
112412,240.0,40.0,60.0,APO
112413,240.0,40.0,60.0,APO
112414,240.0,40.0,120.0,APO
112415,240.0,40.0,120.0,APO
112416,240.0,40.0,180.0,APO
112417,240.0,40.0,180.0,APO
112418,240.0,40.0,240.0,APO
112419,240.0,40.0,240.0,APO
112420,240.0,40.0,300.0,APO
112421,240.0,40.0,300.0,APO
112422,240.0,60.0,0.0,APO
112423,240.0,60.0,0.0,APO
112424,240.0,60.0,60.0,APO
112425,240.0,60.0,60.0,APO
112426,240.0,60.0,120.0,APO
112427,240.0,60.0,120.0,APO
112428,240.0,60.0,180.0,APO
112429,240.0,60.0,180.0,APO
112430,240.0,60.0,240.0,APO
112431,240.0,60.0,240.0,APO
112432,240.0,60.0,300.0,APO
112433,240.0,60.0,300.0,APO
112434,255.0,0.0,0.0,APO
112435,255.0,0.0,0.0,APO
112436,255.0,0.0,60.0,APO
112437,255.0,0.0,60.0,APO
112438,255.0,0.0,120.0,APO
112439,255.0,0.0,120.0,APO
112440,255.0,0.0,180.0,APO
112441,255.0,0.0,180.0,APO
112442,255.0,0.0,240.0,APO
112443,255.0,0.0,240.0,APO
112444,255.0,0.0,300.0,APO
112445,255.0,0.0,300.0,APO
112446,255.0,-20.0,0.0,LCO
112447,255.0,20.0,0.0,APO
112448,255.0,-20.0,0.0,LCO
112449,255.0,20.0,0.0,APO
112450,255.0,-20.0,60.0,LCO
112451,255.0,20.0,60.0,APO
112452,255.0,-20.0,60.0,LCO
112453,255.0,20.0,60.0,APO
112454,255.0,-20.0,120.0,LCO
112455,255.0,20.0,120.0,APO
112456,255.0,-20.0,120.0,LCO
112457,255.0,20.0,120.0,APO
112458,255.0,-20.0,180.0,LCO
112459,255.0,20.0,180.0,APO
112460,255.0,-20.0,180.0,LCO
112461,255.0,20.0,180.0,APO
112462,255.0,-20.0,240.0,LCO
112463,255.0,20.0,240.0,APO
112464,255.0,-20.0,240.0,LCO
112465,255.0,20.0,240.0,APO
112466,255.0,-20.0,300.0,LCO
112467,255.0,20.0,300.0,APO
112468,255.0,-20.0,300.0,LCO
112469,255.0,20.0,300.0,APO
112470,255.0,40.0,0.0,APO
112471,255.0,40.0,0.0,APO
112472,255.0,40.0,60.0,APO
112473,255.0,40.0,60.0,APO
112474,255.0,40.0,120.0,APO
112475,255.0,40.0,120.0,APO
112476,255.0,40.0,180.0,APO
112477,255.0,40.0,180.0,APO
112478,255.0,40.0,240.0,APO
112479,255.0,40.0,240.0,APO
112480,255.0,40.0,300.0,APO
112481,255.0,40.0,300.0,APO
112482,255.0,-60.0,0.0,LCO
112483,255.0,60.0,0.0,APO
112484,255.0,-60.0,0.0,LCO
112485,255.0,60.0,0.0,APO
112486,255.0,-60.0,60.0,LCO
112487,255.0,60.0,60.0,APO
112488,255.0,-60.0,60.0,LCO
112489,255.0,60.0,60.0,APO
112490,255.0,-60.0,120.0,LCO
112491,255.0,60.0,120.0,APO
112492,255.0,-60.0,120.0,LCO
112493,255.0,60.0,120.0,APO
112494,255.0,-60.0,180.0,LCO
112495,255.0,60.0,180.0,APO
112496,255.0,-60.0,180.0,LCO
112497,255.0,60.0,180.0,APO
112498,255.0,-60.0,240.0,LCO
112499,255.0,60.0,240.0,APO
112500,255.0,-60.0,240.0,LCO
112501,255.0,60.0,240.0,APO
112502,255.0,-60.0,300.0,LCO
112503,255.0,60.0,300.0,APO
112504,255.0,-60.0,300.0,LCO
112505,255.0,60.0,300.0,APO
112506,270.0,0.0,0.0,APO
112507,270.0,0.0,0.0,APO
112508,270.0,0.0,60.0,APO
112509,270.0,0.0,60.0,APO
112510,270.0,0.0,120.0,APO
112511,270.0,0.0,120.0,APO
112512,270.0,0.0,180.0,APO
112513,270.0,0.0,180.0,APO
112514,270.0,0.0,240.0,APO
112515,270.0,0.0,240.0,APO
112516,270.0,0.0,300.0,APO
112517,270.0,0.0,300.0,APO
112518,270.0,20.0,0.0,APO
112519,270.0,20.0,0.0,APO
112520,270.0,20.0,60.0,APO
112521,270.0,20.0,60.0,APO
112522,270.0,20.0,120.0,APO
112523,270.0,20.0,120.0,APO
112524,270.0,20.0,180.0,APO
112525,270.0,20.0,180.0,APO
112526,270.0,20.0,240.0,APO
112527,270.0,20.0,240.0,APO
112528,270.0,20.0,300.0,APO
112529,270.0,20.0,300.0,APO
112530,270.0,40.0,0.0,APO
112531,270.0,40.0,0.0,APO
112532,270.0,40.0,60.0,APO
112533,270.0,40.0,60.0,APO
112534,270.0,40.0,120.0,APO
112535,270.0,40.0,120.0,APO
112536,270.0,40.0,180.0,APO
112537,270.0,40.0,180.0,APO
112538,270.0,40.0,240.0,APO
112539,270.0,40.0,240.0,APO
112540,270.0,40.0,300.0,APO
112541,270.0,40.0,300.0,APO
112542,270.0,-60.0,0.0,LCO
112543,270.0,60.0,0.0,APO
112544,270.0,-60.0,0.0,LCO
112545,270.0,60.0,0.0,APO
112546,270.0,-60.0,60.0,LCO
112547,270.0,60.0,60.0,APO
112548,270.0,-60.0,60.0,LCO
112549,270.0,60.0,60.0,APO
112550,270.0,-60.0,120.0,LCO
112551,270.0,60.0,120.0,APO
112552,270.0,-60.0,120.0,LCO
112553,270.0,60.0,120.0,APO
112554,270.0,-60.0,180.0,LCO
112555,270.0,60.0,180.0,APO
112556,270.0,-60.0,180.0,LCO
112557,270.0,60.0,180.0,APO
112558,270.0,-60.0,240.0,LCO
112559,270.0,60.0,240.0,APO
112560,270.0,-60.0,240.0,LCO
112561,270.0,60.0,240.0,APO
112562,270.0,-60.0,300.0,LCO
112563,270.0,60.0,300.0,APO
112564,270.0,-60.0,300.0,LCO
112565,270.0,60.0,300.0,APO
112566,285.0,-20.0,0.0,LCO
112567,285.0,-20.0,0.0,LCO
112568,285.0,-20.0,60.0,LCO
112569,285.0,-20.0,60.0,LCO
112570,285.0,-20.0,120.0,LCO
112571,285.0,-20.0,120.0,LCO
112572,285.0,-20.0,180.0,LCO
112573,285.0,-20.0,180.0,LCO
112574,285.0,-20.0,240.0,LCO
112575,285.0,-20.0,240.0,LCO
112576,285.0,-20.0,300.0,LCO
112577,285.0,-20.0,300.0,LCO
112578,285.0,-40.0,0.0,LCO
112579,285.0,40.0,0.0,APO
112580,285.0,-40.0,0.0,LCO
112581,285.0,40.0,0.0,APO
112582,285.0,-40.0,60.0,LCO
112583,285.0,40.0,60.0,APO
112584,285.0,-40.0,60.0,LCO
112585,285.0,40.0,60.0,APO
112586,285.0,-40.0,120.0,LCO
112587,285.0,40.0,120.0,APO
112588,285.0,-40.0,120.0,LCO
112589,285.0,40.0,120.0,APO
112590,285.0,-40.0,180.0,LCO
112591,285.0,40.0,180.0,APO
112592,285.0,-40.0,180.0,LCO
112593,285.0,40.0,180.0,APO
112594,285.0,-40.0,240.0,LCO
112595,285.0,40.0,240.0,APO
112596,285.0,-40.0,240.0,LCO
112597,285.0,40.0,240.0,APO
112598,285.0,-40.0,300.0,LCO
112599,285.0,40.0,300.0,APO
112600,285.0,-40.0,300.0,LCO
112601,285.0,40.0,300.0,APO
112602,285.0,-60.0,0.0,LCO
112603,285.0,60.0,0.0,APO
112604,285.0,-60.0,0.0,LCO
112605,285.0,60.0,0.0,APO
112606,285.0,-60.0,60.0,LCO
112607,285.0,60.0,60.0,APO
112608,285.0,-60.0,60.0,LCO
112609,285.0,60.0,60.0,APO
112610,285.0,-60.0,120.0,LCO
112611,285.0,60.0,120.0,APO
112612,285.0,-60.0,120.0,LCO
112613,285.0,60.0,120.0,APO
112614,285.0,-60.0,180.0,LCO
112615,285.0,60.0,180.0,APO
112616,285.0,-60.0,180.0,LCO
112617,285.0,60.0,180.0,APO
112618,285.0,-60.0,240.0,LCO
112619,285.0,60.0,240.0,APO
112620,285.0,-60.0,240.0,LCO
112621,285.0,60.0,240.0,APO
112622,285.0,-60.0,300.0,LCO
112623,285.0,60.0,300.0,APO
112624,285.0,-60.0,300.0,LCO
112625,285.0,60.0,300.0,APO
112626,300.0,0.0,0.0,APO
112627,300.0,0.0,0.0,APO
112628,300.0,0.0,60.0,APO
112629,300.0,0.0,60.0,APO
112630,300.0,0.0,120.0,APO
112631,300.0,0.0,120.0,APO
112632,300.0,0.0,180.0,APO
112633,300.0,0.0,180.0,APO
112634,300.0,0.0,240.0,APO
112635,300.0,0.0,240.0,APO
112636,300.0,0.0,300.0,APO
112637,300.0,0.0,300.0,APO
112638,300.0,-20.0,0.0,LCO
112639,300.0,-20.0,0.0,LCO
112640,300.0,-20.0,60.0,LCO
112641,300.0,-20.0,60.0,LCO
112642,300.0,-20.0,120.0,LCO
112643,300.0,-20.0,120.0,LCO
112644,300.0,-20.0,180.0,LCO
112645,300.0,-20.0,180.0,LCO
112646,300.0,-20.0,240.0,LCO
112647,300.0,-20.0,240.0,LCO
112648,300.0,-20.0,300.0,LCO
112649,300.0,-20.0,300.0,LCO
112650,300.0,-40.0,0.0,LCO
112651,300.0,-40.0,0.0,LCO
112652,300.0,-40.0,60.0,LCO
112653,300.0,-40.0,60.0,LCO
112654,300.0,-40.0,120.0,LCO
112655,300.0,-40.0,120.0,LCO
112656,300.0,-40.0,180.0,LCO
112657,300.0,-40.0,180.0,LCO
112658,300.0,-40.0,240.0,LCO
112659,300.0,-40.0,240.0,LCO
112660,300.0,-40.0,300.0,LCO
112661,300.0,-40.0,300.0,LCO
112662,300.0,-60.0,0.0,LCO
112663,300.0,60.0,0.0,APO
112664,300.0,-60.0,0.0,LCO
112665,300.0,60.0,0.0,APO
112666,300.0,-60.0,60.0,LCO
112667,300.0,60.0,60.0,APO
112668,300.0,-60.0,60.0,LCO
112669,300.0,60.0,60.0,APO
112670,300.0,-60.0,120.0,LCO
112671,300.0,60.0,120.0,APO
112672,300.0,-60.0,120.0,LCO
112673,300.0,60.0,120.0,APO
112674,300.0,-60.0,180.0,LCO
112675,300.0,60.0,180.0,APO
112676,300.0,-60.0,180.0,LCO
112677,300.0,60.0,180.0,APO
112678,300.0,-60.0,240.0,LCO
112679,300.0,60.0,240.0,APO
112680,300.0,-60.0,240.0,LCO
112681,300.0,60.0,240.0,APO
112682,300.0,-60.0,300.0,LCO
112683,300.0,60.0,300.0,APO
112684,300.0,-60.0,300.0,LCO
112685,300.0,60.0,300.0,APO
